  0.0000E+00  0.2100E+00  0.2100E+00  0.2100E+00
  0.3375E-03  0.2100E+00  0.2100E+00  0.2100E+00
  0.6375E-03  0.2100E+00  0.2100E+00  0.2100E+00
  0.9375E-03  0.2100E+00  0.2100E+00  0.2100E+00
  0.1237E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.1537E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.1837E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.2100E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.2400E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.2700E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.3000E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.3300E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.3600E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.3900E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.4200E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.4500E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.4800E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.5100E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.5400E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.5700E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.6000E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.6300E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.6600E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.6900E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.7200E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.7500E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.7800E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.8100E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.8400E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.8700E-02  0.2100E+00  0.2100E+00  0.2100E+00
