   6.5455645e-02   9.1179815e-01   3.7305583e-02   8.8234374e-01
   2.3101714e-02   3.2008616e-01   1.5167802e-02   3.7523931e-01
   5.4208288e-01   6.5273411e-01   3.9592968e-01   6.6467498e-01
   2.4737149e-01   1.1396080e-01   1.5234175e-01   1.4671045e-01
   1.9835150e-01   4.5098489e-02   1.3963994e-01   3.5548657e-02
   4.8925695e-01   4.7971422e-01   2.1925104e-01   6.1195966e-01
   5.7224815e-01   4.2357967e-01   4.4121987e-01   3.7259243e-01
   2.8740881e-01   6.6797433e-01   2.0177979e-01   6.3978729e-01
   4.6158707e-01   3.3537809e-01   2.6032213e-01   2.9153149e-01
   3.3982721e-01   5.4509066e-01   2.4331912e-01   5.5391607e-01
   2.6586709e-01   1.8846370e-01   1.3552753e-01   2.0936491e-01
   9.6437958e-01   1.9947772e-01   6.0791557e-01   2.6095589e-01
   2.6508654e-01   7.4997551e-01   1.8133026e-01   7.3991938e-01
   1.6418154e-02   3.9449256e-01   2.1596409e-02   4.5297806e-01
   9.1446330e-02   4.8064300e-01   3.7127236e-02   5.0713467e-01
   1.7284962e+00   5.1639438e-01   1.1729413e+00   4.9106409e-01
   8.9034392e-02   6.7293552e-01   4.0882879e-02   6.6805944e-01
   1.0416314e-02   4.4854578e-01   5.9972980e-03   4.4324053e-01
   6.0135102e-01   2.2144902e-01   4.7058450e-01   2.1396032e-01
   1.4050776e-02   3.9930726e-01   1.8388774e-02   3.0079216e-01
   3.4476695e-01   7.1799270e-03   2.4553630e-01   5.9909249e-03
   1.4170686e-01   6.0810702e-01   1.0686982e-01   6.1748104e-01
   1.7683900e-01   2.2544986e-01   9.6649101e-02   1.9992606e-01
   4.0481816e-03   2.8871318e-02   3.1566352e-03   1.7009769e-02
   1.6961691e-01   2.5254724e-01   1.3073803e-01   2.3370520e-01
   8.6053241e-01   5.1828462e-01   7.7374400e-01   5.4982642e-01
   1.1981885e-02   4.0340429e-01   1.7927534e-02   3.8473737e-01
   3.7650907e-01   6.7171881e-01   2.5598500e-01   6.5424872e-01
   1.6058070e-02   5.9264947e-01   1.4067652e-02   5.8345214e-01
   1.5898960e+00   1.4189460e-01   1.1809355e+00   1.2262932e-01
   1.6657817e-01   4.9564736e-01   7.9041095e-02   5.5587705e-01
   3.2533386e-01   1.9646610e-01   2.3272434e-01   1.9753817e-01
   4.0922675e-01   9.9034152e-01   3.0013398e-01   9.9068670e-01
   1.9262562e-02   5.0177401e-01   6.6536014e-03   5.1128806e-01
   1.6770467e+00   8.4810254e-02   1.0336709e+00   6.5661553e-02
   1.2789600e+00   2.4462453e-01   8.9690649e-01   2.2718938e-01
   8.0976605e-01   2.1009613e-01   6.4275872e-01   2.4939038e-01
   4.5556893e-02   1.8933419e-01   2.7005197e-02   1.8362049e-01
   1.4982631e+00   5.1916075e-01   5.4976820e-01   5.9520978e-01
   9.1957440e-01   2.1823923e-01   6.5654239e-01   1.8910186e-01
   5.7901439e-02   4.2296169e-01   3.5183440e-02   4.3753994e-01
   7.7610686e-01   4.2631704e-01   6.2791650e-01   4.0553544e-01
   2.6672425e-01   5.6237215e-01   2.1470582e-01   5.4122920e-01
   2.1539804e-01   1.3059664e-01   1.4667761e-01   1.1810229e-01
   2.6106001e-02   7.8174007e-02   1.1314593e-02   3.9813680e-02
   4.4032164e-01   2.8036884e-01   2.5571119e-01   2.5065113e-01
   8.2290292e-01   8.5930949e-01   6.3265732e-01   7.8779804e-01
   4.4427475e-01   9.9051874e-01   2.9320606e-01   9.2847756e-01
   7.7032886e-03   7.0019953e-01   1.4961415e-02   6.9898138e-01
   1.2669339e-02   5.3860799e-01   1.0630186e-02   5.7233033e-01
   4.2714271e-03   7.4998994e-01   3.3264886e-03   7.9128909e-01
   1.1474704e+00   1.3775859e-01   7.5600319e-01   1.7773010e-01
   1.2977622e+00   3.2487147e-01   8.9796840e-01   2.8337710e-01
   3.1982041e-02   5.4602398e-02   2.4278008e-02   5.6990035e-02
   1.3519645e+00   6.1456282e-01   1.0870080e+00   5.9558271e-01
   6.8953497e-02   1.0396770e+00   3.6275187e-02   1.0381058e+00
   2.9912273e-01   7.1968298e-01   1.9594993e-01   6.5398296e-01
   7.3771128e-02   2.6756674e-01   4.3272701e-02   2.7862574e-01
   3.2084639e-02   7.6338655e-01   4.5350820e-02   7.6813238e-01
   6.0443752e-01   6.2246355e-01   4.3664416e-01   6.1690770e-01
   4.6821838e-01   1.2231861e-01   2.3917617e-01   1.3659895e-01
   5.6748234e-02   5.3485135e-01   3.5752494e-02   5.2176898e-01
   3.2182170e-01   6.0189333e-01   1.6501492e-01   5.8453926e-01
   1.7671488e-01   7.0972398e-01   1.0335397e-01   7.0475019e-01
   8.2410189e-01   8.3532681e-01   6.5183972e-01   7.7545381e-01
   3.1963007e-01   4.5517753e-01   2.1555947e-01   4.5092421e-01
   3.4437988e-02   6.1529114e-01   1.9925589e-02   5.5448757e-01
   5.4097073e-01   3.7781618e-02   3.9326664e-01   5.3201827e-02
   9.3279212e-01   3.1272409e-01   6.3097987e-01   3.7137038e-01
   1.2821602e-01   5.1398509e-01   8.6390653e-02   4.8857765e-01
   3.7218663e-01   2.6870276e-02   2.7514350e-01   2.9556317e-02
   9.5795223e-01   3.2114172e-01   8.1523194e-01   2.7955142e-01
   1.3312918e-01   3.4637772e-01   7.6178307e-02   3.9683048e-01
