  -1.0000000e+00   2.0000000e+01
  -9.0000000e-01  -4.1300000e+00
  -8.0000000e-01  -2.1040000e+01
  -7.0000000e-01  -3.1510000e+01
  -6.0000000e-01  -3.6320000e+01
  -5.0000000e-01  -3.6250000e+01
  -4.0000000e-01  -3.2080000e+01
  -3.0000000e-01  -2.4590000e+01
  -2.0000000e-01  -1.4560000e+01
  -1.0000000e-01  -2.7700000e+00
   0.0000000e+00   1.0000000e+01
   1.0000000e-01   2.2970000e+01
   2.0000000e-01   3.5360000e+01
   3.0000000e-01   4.6390000e+01
   4.0000000e-01   5.5280000e+01
   5.0000000e-01   6.1250000e+01
   6.0000000e-01   6.3520000e+01
   7.0000000e-01   6.1310000e+01
   8.0000000e-01   5.3840000e+01
   9.0000000e-01   4.0330000e+01
   1.0000000e+00   2.0000000e+01
