  0.0000E+00  0.2100E+00  0.2100E+00  0.2100E+00
  0.3000E-03  0.2100E+00  0.2100E+00  0.2100E+00
  0.6000E-03  0.2100E+00  0.2100E+00  0.2100E+00
  0.9000E-03  0.2100E+00  0.2100E+00  0.2100E+00
  0.1200E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.1500E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.1800E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.2100E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.2400E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.2700E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.3000E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.3300E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.3600E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.3900E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.4210E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.4510E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.4810E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.5110E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.5410E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.5710E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.6010E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.6310E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.6610E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.6910E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.7210E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.7510E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.7810E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.8110E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.8410E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.8710E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.9010E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.9310E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.9610E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.9910E-02  0.2100E+00  0.2100E+00  0.2100E+00
  0.1021E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1051E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1081E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1111E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1141E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1171E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1201E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1231E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1261E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1291E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1321E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1351E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1381E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1411E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1441E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1471E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1501E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1531E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1561E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1591E-01  0.2100E+00  0.2100E+00  0.2100E+00
  0.1621E-01  0.2101E+00  0.2100E+00  0.2100E+00
  0.1651E-01  0.2177E+00  0.2100E+00  0.2100E+00
  0.1681E-01  0.2561E+00  0.2100E+00  0.2100E+00
  0.1711E-01  0.3161E+00  0.2100E+00  0.2100E+00
  0.1741E-01  0.3579E+00  0.2100E+00  0.2100E+00
  0.1771E-01  0.3796E+00  0.2100E+00  0.2100E+00
  0.1801E-01  0.3918E+00  0.2100E+00  0.2100E+00
  0.1831E-01  0.4001E+00  0.2100E+00  0.2100E+00
  0.1861E-01  0.4061E+00  0.2100E+00  0.2100E+00
  0.1891E-01  0.4108E+00  0.2100E+00  0.2100E+00
  0.1921E-01  0.4146E+00  0.2100E+00  0.2100E+00
  0.1951E-01  0.4177E+00  0.2100E+00  0.2100E+00
  0.1981E-01  0.4204E+00  0.2100E+00  0.2100E+00
  0.2011E-01  0.4228E+00  0.2100E+00  0.2100E+00
  0.2041E-01  0.4250E+00  0.2100E+00  0.2100E+00
  0.2071E-01  0.4270E+00  0.2100E+00  0.2100E+00
  0.2101E-01  0.4289E+00  0.2100E+00  0.2100E+00
  0.2131E-01  0.4307E+00  0.2100E+00  0.2100E+00
  0.2161E-01  0.4324E+00  0.2100E+00  0.2100E+00
  0.2191E-01  0.4339E+00  0.2100E+00  0.2100E+00
  0.2221E-01  0.4354E+00  0.2100E+00  0.2100E+00
  0.2251E-01  0.4369E+00  0.2100E+00  0.2100E+00
  0.2281E-01  0.4383E+00  0.2100E+00  0.2100E+00
  0.2311E-01  0.4397E+00  0.2100E+00  0.2100E+00
  0.2341E-01  0.4410E+00  0.2100E+00  0.2100E+00
  0.2371E-01  0.4423E+00  0.2100E+00  0.2100E+00
  0.2401E-01  0.4436E+00  0.2100E+00  0.2100E+00
  0.2431E-01  0.4448E+00  0.2100E+00  0.2100E+00
  0.2461E-01  0.4460E+00  0.2100E+00  0.2100E+00
  0.2491E-01  0.4472E+00  0.2100E+00  0.2100E+00
  0.2521E-01  0.4483E+00  0.2100E+00  0.2100E+00
  0.2551E-01  0.4494E+00  0.2100E+00  0.2100E+00
  0.2581E-01  0.4505E+00  0.2100E+00  0.2100E+00
