   0.0000000e+00   8.1219522e-01
   1.0000000e+00   7.2025985e-01
   2.0000000e+00   5.1884195e-01
   3.0000000e+00   3.3722751e-01
   4.0000000e+00   2.3163019e-01
   5.0000000e+00   1.7043074e-01
   6.0000000e+00   1.1845691e-01
   7.0000000e+00   7.7163003e-02
   8.0000000e+00   5.3400942e-02
   9.0000000e+00   3.9570094e-02
   1.0000000e+01   2.8001649e-02
   1.1000000e+01   2.0711220e-02
   1.2000000e+01   1.8633391e-02
   1.3000000e+01   1.8617461e-02
   1.4000000e+01   1.9116167e-02
   1.5000000e+01   2.0022532e-02
   1.6000000e+01   2.0143641e-02
   1.7000000e+01   1.9210469e-02
   1.8000000e+01   1.8848900e-02
   1.9000000e+01   1.7708520e-02
   2.0000000e+01   1.1897198e-02
   2.1000000e+01   2.6358820e-03
   2.2000000e+01  -3.3239396e-03
   2.3000000e+01  -1.3660222e-03
   2.4000000e+01   5.3941964e-03
   2.5000000e+01   1.2005678e-02
