   0.0000000e+00   1.0290557e+00
   1.0000000e+00   9.2516775e-01
   2.0000000e+00   6.7052667e-01
   3.0000000e+00   3.8613903e-01
   4.0000000e+00   1.7125159e-01
   5.0000000e+00   5.6203296e-02
   6.0000000e+00   1.5061658e-02
   7.0000000e+00   7.6367960e-03
   8.0000000e+00   9.2386704e-03
   9.0000000e+00   1.0541288e-02
   1.0000000e+01   8.5778817e-03
   1.1000000e+01   3.0090346e-03
   1.2000000e+01  -5.4909261e-03
   1.3000000e+01  -1.4687677e-02
   1.4000000e+01  -2.1067720e-02
   1.5000000e+01  -2.2071036e-02
   1.6000000e+01  -1.7417659e-02
   1.7000000e+01  -8.6961841e-03
   1.8000000e+01   1.5846648e-03
