      0     0.45226E-02     0.45411E-01    0.99593E-01
      1     0.41749E-02     0.45043E-01    0.92688E-01
      2     0.35557E-02     0.39427E-01    0.90185E-01
      3     0.29876E-02     0.35054E-01    0.85228E-01
      4     0.35123E-02     0.41854E-01    0.83917E-01
      5     0.33040E-02     0.39270E-01    0.84136E-01
      6     0.29143E-02     0.34940E-01    0.83407E-01
      7     0.24608E-02     0.32396E-01    0.75960E-01
      8     0.21869E-02     0.29741E-01    0.73530E-01
      9     0.22579E-02     0.31224E-01    0.72314E-01
     10     0.21262E-02     0.30018E-01    0.70831E-01
     11     0.20083E-02     0.28492E-01    0.70488E-01
     12     0.19760E-02     0.29146E-01    0.67796E-01
     13     0.60524E-03     0.88455E-02    0.68424E-01
     14     0.59334E-03     0.88180E-02    0.67287E-01
     15     0.60060E-03     0.92347E-02    0.65037E-01
     16     0.62089E-03     0.96075E-02    0.64626E-01
     17     0.51645E-03     0.82862E-02    0.62327E-01
